"profile-review__header","profile-review__data-item","profile-review__data-item 2","data--item","data--item 2","sg-rating__number","profile-review__rating-metrics 2","profile-review__rating-metrics 4","profile-review__rating-metrics 6","profile-review__rating-metrics 8","profile-review__quote","profile-review__date","reviewer_position","reviewer_card--name","profile-review__reviewer-verification-badge-title","reviewer_list__details-title","reviewer_list__details-title 2","reviewer_list__details-title 3","reviewer_list__details-title 4","profile-review__summary","profile-review__feedback","profile-review__extra-type","profile-review__text","profile-review__text 2","profile-review__text 3","profile-review__text 4","profile-review__text 5","profile-review__text 6","profile-review__text 7","profile-review__text 8","profile-review__text 9","profile-review__text 10","profile-review__text 11","profile-review__text 12","profile-review__text 14","profile-review__text 15","profile-review__text 16","profile-review__text 17","profile-review__text 18","profile-review__text 19","profile-review__text 20","profile-review__text 21","profile-review__text 22","profile-review__text 23","profile-review__text 24","profile-review__text 25","profile-review__text 26","profile-review__text 27","sg-rating__number 2","profile-review__text 32","profile-review__text 33","profile-review__text 34","profile-review__text 35","profile-review__extra-quote","profile-review__extra-detailed-metrics-quote","profile-review__extra-detailed-metrics-quote 2","profile-review__extra-detailed-metrics-quote 3","profile-review__extra-detailed-metrics-quote 4","profile-review__text 36","profile-review__text 37","profile-review__text 38","profile-review__text 41"
"SEO & Content Development for Marketing Software Dev Company","Search Engine Optimization","","Confidential","Jan. 2025 - Ongoing","5.0","5.0","5.0","5.0","5.0","""I'm impressed by Big Leap's level of expertise.""","Mar 3, 2026","Owner, Enigmatech","Leighton Scarlett","","Advertising & marketing","Florida, United States","1-10 Employees","Online Review","Big Leap provides content development services to a marketing software development company. The team is responsible for creating SEO-enhanced pages to help the client drive high-quality traffic.","Thanks to Big Leap's work, the client has seen a 100% increase in lead quality and search rankings. The team's project management approach has been professional, knowledgeable, and honest throughout the engagement. Big Leap maintains effective communication with the client via virtual meetings.","","Introduce your business and what you do there.","I’m the owner of Enigmatech, a marketing software development company.","What challenge were you trying to address with Big Leap?","We needed help driving organic traffic.","What was the scope of their involvement?","We work with 2–5 teammates from Big Leap.","","","What is the team composition?","","How did you come to work with Big Leap?","Big Leap provides content development services geared towards driving high-quality traffic. The team creates highly optimized SEO pages.","How much have you invested with them?","Someone referred Big Leap to me. I chose them over other options because they had high ratings and were a great culture fit.","What is the status of this engagement?","The project cost is confidential.","What evidence can you share that demonstrates the impact of the engagement?","We started working with Big Leap in January 2025, and our engagement is ongoing.","How did Big Leap perform from a project management standpoint?","Big Leap's work has resulted in an increase in traffic, lead quality, and search rankings. We've seen a 100% increase in lead quality and rankings.","What did you find most impressive about them?","Big Leap's project management is professional, knowledgeable, and honest. We communicate via virtual meetings.","Are there any areas they could improve?","I'm impressed by Big Leap's level of expertise.","","Big Leap could improve their communication speed.","5.0","","","","","","","","","","","","",""
"Web Dev & Content Optimization for Pool Construction Co","Search Engine Optimization","Web Development","Confidential","Feb. 2025 - Ongoing","5.0","5.0","5.0","4.5","5.0","""I'm impressed by the level of attention Big Leap gives to my account.""","Feb 25, 2026","Director of Marketing, Coastal Pools","Kayla Hillhouse","Verified","Construction","Grasonville, Maryland","51-200 Employees","Online Review","Big Leap has built and maintained a website for a swimming pool construction company. The team also helps increase the client's organic rankings and traffic through content optimization.","Big Leap has increased the client's keyword rankings and organic sessions. The team has also delivered a beautiful website. Big Leap's project management is very good. They have clear trackers and communication about deliverables on both ends. The team usually delivers on time.","","Introduce your business and what you do there.","I’m the director of marketing at Coastal Pools, a full-service custom pool and outdoor living company. We design, build, and remodel custom residential and commercial swimming pools, spas, and other outdoor living spaces in Maryland and Delaware.","What challenge were you trying to address with Big Leap?","We needed to redesign our website and maximize our SEO efforts.","What was the scope of their involvement?","We’ve worked with 2–5 teammates from Big Leap.","","","What is the team composition?","","How did you come to work with Big Leap?","Big Leap has built and maintained our website. The team has delivered a fantastic website and continues to help us build it out and maintain it, keeping us ahead of our competition in the market. Big Leap also helps increase our organic rankings and traffic through content optimization and build-outs.","What is the status of this engagement?","I used them at a previous company I worked at. I chose them because of their proven success and excellent customer service from my previous experience.","What evidence can you share that demonstrates the impact of the engagement?","We started working with them in February 2025, and our engagement is ongoing.","How did Big Leap perform from a project management standpoint?","Big Leap has increased our keyword rankings and organic sessions. The team has also delivered a beautiful website.","What did you find most impressive about them?","Big Leap’s project management is very good. They have clear trackers and communication about deliverables on both ends. The team usually delivers on time. If they won’t deliver on time, they get in front of that by letting us know the reasons, the resolutions, and the newly expected timeframe. We communicate through virtual meetings, emails, and messaging apps.","Are there any areas they could improve?","I’m impressed by the level of attention Big Leap gives to my account.","","No, there aren’t any.","","","5.0","","","","","","","","","","","","",""
"Digital Marketing for Invoice Factoring Company","Digital Strategy","Search Engine Optimization","$10,000 to $49,999","Oct. 2024 - Ongoing","5.0","5.0","5.0","5.0","5.0","""They're well organized and have delivered better results than anticipated.""","Jan 7, 2026","Digital/Affiliate Marketing Manager, Riviera Finance","David Tremblay","Verified","Financial services","Redondo Beach, California","51-200 Employees","Online Review","Big Leap provides digital marketing services for an invoice factoring company. They execute campaigns to improve the client's lead generation, Google search rankings, and website keyword content.","Thanks to Big Leap's efforts, the client has seen a 34.3% increase in leads in FY 2025 YoY and a 54.3% boost in December 2025 YoY. The team is well-organized, delivers better-than-expected results, and meets deadlines. They also respond promptly to requests and offer effective strategy suggestions.","The client submitted this review online.","Please describe your company and position.","I am the Digital/Affiliate Marketing Manager of Riviera Finance","Describe what your company does in a single sentence.","Invoice factoring","What specific goals or objectives did you hire Big Leap to accomplish?","Increase lead generation","Improve brand positioning Google search results","Improve keyword content on our website","How did you find Big Leap?","","Why did you select Big Leap over others?","Online Search","How many teammates from Big Leap were assigned to this project?","","Describe the scope of work in detail. Please include a summary of key deliverables.","","What were the measurable outcomes from the project that demonstrate progress or success?","","Describe their project management. Did they deliver items on time? How did they respond to your needs?","","What was your primary form of communication with Big Leap?","","What did you find most impressive or unique about this company?","","Are there any areas for improvement or something Big Leap could have done differently?","","5.0","2-5 Employees","Our primary goal in working with BigLeap is to increase lead flow.","They're well organized and have delivered better results than anticipated.","I  don't think so.","","""I already have!","","","","Thankfully due to BigLeap's efforts we increased leads by 34.3% in FY 2025 YoY accompanied by a record 54.3% increase the Month of Dec 2025 YoY. Special shout out to our Client Success Executive, Adam, for a stellar job organizing our update meetings, reporting results and making effective strategy suggestions.","Virtual Meeting","","Deliverables on time and response to requests were immediate and thorough."
"SEO Services for Printing Company","Search Engine Optimization","","$50,000 to $199,999","Oct. 2023 - Ongoing","5.0","5.0","5.0","5.0","5.0","""We've had multiple program managers. All have been very effective, but there's a change of pace when a team changes.""","Feb 27, 2025","Marketing Consultant, AlphaGraphics Bountiful","Chad Stewart","Verified","Advertising & marketing","84010 Bountiful, UT","11-50 Employees","Online Review","Big Leap provides SEO services for a printing company. The team conducts keyword analysis, content evaluation, and creation and offers on-site SEO, a technical review, and UI/UX and CRO optimization.","Thanks to Big Leap's efforts, the client has seen an increase in local search, phone calls, and form fills. They've also acquired a large customer. The team is responsive and detailed, holding weekly calls. Big Leap has been ethical, communicative, and competent throughout the engagement.","The client submitted this review online.","Please describe your company and position.","I am the Marketing Consultant of AlphaGraphics Bountiful","Describe what your company does in a single sentence.","AlphaGraphics Bountiful is a leading print, large format, direct mail and digital marketing provider along the Wasatch Front.","What specific goals or objectives did you hire Big Leap to accomplish?","Increase print related search phrase and local search rankings for the State of Utah","Broaden search rankings for signs, banners and posters","High ratings","How did you find Big Leap?","Referral","Why did you select Big Leap over others?","Close to my geographic location","How many teammates from Big Leap were assigned to this project?","2-5 Employees","Describe the scope of work in detail. Please include a summary of key deliverables.","Verified","What were the measurable outcomes from the project that demonstrate progress or success?","Phone call increase","Describe their project management. Did they deliver items on time? How did they respond to your needs?","Large client acquisition","What was your primary form of communication with Big Leap?","Very response. Detailed weekly calls","What did you find most impressive or unique about this company?","Big Leap's services have exceeded the client's initial expectations. The team reviews Google Analytics results bimonthly, responds to feedback, and communicates through virtual meetings, emails, and messaging apps. Their expertise and technical knowledge have impressed the client.","Are there any areas for improvement or something Big Leap could have done differently?","Keyword analysis","5.0","Technical review","Content evaluation and creation","BACKGROUND","Ethical, competent, communicative","","""I continue to recommend and use them for years","","","","Local search increase","Please describe your company and position.","Kevin GibsonSales Manager, AlphaGraphics BountifulAdvertising & marketing","Form fill increase"
"SEO & PPC Services for Garbage Removal Services Company","Pay Per Click","Search Engine Optimization","$50,000 to $199,999","Aug. 2024 - Feb. 2025","0.5","0.5","0.5","0.5","0.5","""Not only did they not meet these expectations but drastically underperformed in all areas.""","Feb 4, 2025","President, Lightning Haul","John Crews","","Other industries","Orlando, Florida","1-10 Employees","Online Review","Big Leap was hired by a garbage removal services company to provide SEO and PPC services. The team optimized content for SEO and managed Google Ads with the goal of improving lead generation.","Big Leap's efforts led to a drop in the client's Google Ads conversions and a 10x increase in customer acquisition cost. The team delivered 10 leads through organic traffic and used marketing spend on non-qualified leads. Big Leap delivered work on time but with accidental oversights.","The client submitted this review online.","Please describe your company and position.","I am the President of Lightning Haul","Describe what your company does in a single sentence.","Junk Removal Service","What specific goals or objectives did you hire Big Leap to accomplish?","Google Ads Management","SEO management","","How did you find Big Leap?","Online Search","Why did you select Big Leap over others?","","How many teammates from Big Leap were assigned to this project?","","Describe the scope of work in detail. Please include a summary of key deliverables.","","What were the measurable outcomes from the project that demonstrate progress or success?","","Describe their project management. Did they deliver items on time? How did they respond to your needs?","","What was your primary form of communication with Big Leap?","","What did you find most impressive or unique about this company?","","Are there any areas for improvement or something Big Leap could have done differently?","","1.0","Big Promises and good sales technique","2-5 Employees","Virtual Meeting","I think that it is impressive that they have been able to provide services for such large companies while providing such poor results. It is very possible that they just dedicate resources to the biggest spenders and due to that the companies which have less spend just get pushed to the back of the line resulting in the poor results we received.Our business has seen a drastic decrease in overall leads and sales resulting in a huge decrease of revenue. I would not recommend this agency to anyone looking to market their business.","""My overall take from working with Big Leap for 6 months is that it was definitely not worth the time or money invested.""","""Deliverables were not relevant to our business and caused us to spend large amounts on ads that brought non qualified customers.""","""They were on time with there meetings but what good is a meeting when it does not provide actions that result in improvement.""","","","Originally hired Big Leap to improve our Google Ads lead generation and our SEO rankings. We did a discovery call with Big Leap and they stated that they would be able to improve the number of conversions we were getting as well as drive efficiencies across our ppc campaigns. Additionally, they believed that they could optimize our content and webiste for SEO to help us improve our ranking to the first page on google.","They were ok at getting the deliverables to us on time but what good is getting a deliverable if it provides sub par results. The one instance where they provided us a landing page resulted in them sending us a proof for a industry that we did not provide services for. When asked how this happened they stated it was accidental oversight. I think accidental oversight is how they managed most of our marketing efforts.We had dozens of meetings and each week we saw major short comings in the efforts and results. Our cost per customer acquisition went up by over 10x using their services. This is the opposite direction of what was expected. I would much rather have spent time and efforts with a different agency.","Thank you so much for taking the time to share your detailed feedback. I’m genuinely sorry that we didn’t meet your expectations, and I can understand how frustrating it must have been to not see the results you were hoping for. We always aim to provide our clients with the Big Leap experience, along with a personalized strategy approach, no matter the size of their business. We truly value the trust you placed in us and will take these lessons to heart in our ongoing efforts to improve and better serve existing and future clients.While we may not have met your expectations, we thank you for giving us the opportunity to work with you, and I sincerely wish you the best of luck with your future marketing endeavors.","Big Leap stated that they would be able to help us generate more conversions at a more efficient spend for our google ads and also improve our overall ranking for SEO to the first page. After 6 months of having them work on our campaigns not only did they not meet these expectations but drastically underperformed in all areas. Our google ads conversions saw a huge drop and our cost per customer acquisition drastically increased. When we communicated with Adam our account manager it seemed as though he was out of touch with what our business actually did. At one point they suggested a landing page to help increase conversions. When they delivered the landing page it was for an industry that we did not even provide services for. Adam made promise after promise about the strategies working and that we just needed to stay the course. After 6 months of broken promises we have generated less than 10 leads through our organic traffic from their SEO efforts. Additionally, our cost per customer acquisition went up by 10x with their strategies. After discontinuing services with Big Leap we had another company audit our campaigns and we had dozens of keywords that were not even relevant to our service industry. We had complained about disquailified leads but had not idea that Big Leap was actually putting marketing spend torwards these non qualified calls. Overall, I would not recommend for either google ads management or SEO. Big Leap was supposed to help us improve over the previous agency we used for marketing but had I known what this experience would have been like I would have steered clear! Save your money and time and find a different agency."
"SEO Services & Strategy for Employee Engagement Platform","Search Engine Optimization","","$200,000 to $999,999","Mar. - Dec. 2024","5.0","5.0","4.5","5.0","5.0","""They got down in the trenches and were willing to adjust strategies and objectives on the fly.""","Dec 5, 2024","Director, Web, Awardco","Jake Webster","Verified","Business services","Lindon, Utah","201-500 Employees","Online Review","Big Leap provided SEO services for an employee engagement platform. The team was responsible for keyword gap analysis, content optimization, site organization, link-building efforts, and content creation.","Thanks to Big Leap's efforts, the client increased first-page keywords from 1,018 to 1,800 and saw a 38.7% year-over-year increase in organic impressions and a 27.7% YoY increase in organic clicks. The team adjusted strategies on the fly, was responsive to the client's needs, and met deadlines.","The client submitted this review online.","Please describe your company and position.","I am the Director, Web of Awardco","Describe what your company does in a single sentence.","Awardco is an employee engagement platform that enhances motivation through recognition, incentives, and rewards.","What specific goals or objectives did you hire Big Leap to accomplish?","Increase Organic Traffic","Increase Organic Leads","Pricing fit our budget","How did you find Big Leap?","Personal Relationship with Big Leap team","Why did you select Big Leap over others?","Great culture fit","How many teammates from Big Leap were assigned to this project?","2-5 Employees","Describe the scope of work in detail. Please include a summary of key deliverables.","Keyword Gap Analysis","What were the measurable outcomes from the project that demonstrate progress or success?","They were one-time and responsive to our needs, including any shifts in strategy or new deliverables we requested.","Describe their project management. Did they deliver items on time? How did they respond to your needs?","Virtual Meeting","What was your primary form of communication with Big Leap?","They got down in the trenches and were willing to adjust strategies and objectives on the fly.","What did you find most impressive or unique about this company?","Nothing comes to mind.","Are there any areas for improvement or something Big Leap could have done differently?","Increased first-page keywords from 1,018 to 1,800","5.0","UK Site Optimizations and Improvements","Content Creation","Striking Distance Audit - Discovery & Recommendations","Featured Snippet/Answer Box Audit","","","","","","Page Optimizations","Blog Schema Recommendations","Content Cannibalization","UK Schema Markup"
"SEO & Content Writing for Healthcare Organization","Content Writing Services","Search Engine Optimization","Confidential","Jan. 2022 - May 2024","5.0","5.0","5.0","5.0","5.0","""They have excellent writers and technical SEO knowledge.""","Jun 18, 2024","Head of Digital Marketing, Aviv clinics","Alex Leizerovich","Verified","Other industries","The Villages, Florida","51-200 Employees","Online Review","Big Leap provided SEO and content writing services for a healthcare organization. The team's tasks included technical SEO, link building, and on-page optimization.","Thanks to Big Leap, the client has increased their SEO traffic by 700% within two months. The service provider effectively resolved issues and demonstrated a smooth and seamless workflow. Their account management skills, writing capabilities, and technical SEO knowledge were hallmarks of their work.","The client submitted this review online.","Please describe your company and position.","I am the Head of digital marketing of Aviv clinics","Describe what your company does in a single sentence.","Helping people take control of the way the age and treating brain-related conditions","What specific goals or objectives did you hire Big Leap to accomplish?","SEO growth","High ratings","Good value for cost","How did you find Big Leap?","Online Search","Why did you select Big Leap over others?","","How many teammates from Big Leap were assigned to this project?","2-5 Employees","Describe the scope of work in detail. Please include a summary of key deliverables.","We are doing with Big leap everything that's SEO.","What were the measurable outcomes from the project that demonstrate progress or success?","","Describe their project management. Did they deliver items on time? How did they respond to your needs?","","What was your primary form of communication with Big Leap?","","What did you find most impressive or unique about this company?","","Are there any areas for improvement or something Big Leap could have done differently?","","5.0","","","Virtual Meeting","Big thanks to Anita for her account management skills. They have excellent writers and technical SEO knowledge.","","","","","","Technical, link building, on page and a lot of content writing","Since our service is new and complicated it took us a while to find the rhythem. Once Anita from BL took over the account, everything ran much better and smoothly.","","Our overall SEO traffic has grown 700% within 2 years. That's amazing and the collaboration with Big leap contributed a lot to that."
"SEO Strategy for Swimming School","Content Writing Services","Search Engine Optimization","$10,000 to $49,999","Feb. 2024 - Ongoing","5.0","5.0","5.0","5.0","5.0","""They are always prompt and go above and beyond to answer questions that arise.""","Jun 5, 2024","Senior Manager of Digital Marketing, Big Blue Swim School","Michaela Cooper Bagwell","Verified","Education","Atlanta, Georgia","51-200 Employees","Online Review","Big Leap provides SEO for a multi-location swimming school franchise. Their SEO strategy focuses on link building, content development, and location page and technical audits to increase keyword rankings.","Within a few months, Big Leap has established a baseline keyword ranking for branded and local terms for the client. The team is always prompt and has vast experience working with other franchises and multi-location businesses. Moreover, they go above and beyond to answer the client's questions.","The client submitted this review online.","Please describe your company and position.","I am the Senior Manager, Digital Marketing of Big Blue Swim School","Describe what your company does in a single sentence.","Swim school for children age 6 months to 12 years old.","What specific goals or objectives did you hire Big Leap to accomplish?","leverage their expertise in multi location franchise seo to expand our organic search rankings","High ratings","Company values aligned","How did you find Big Leap?","Online Search","Why did you select Big Leap over others?","","How many teammates from Big Leap were assigned to this project?","2-5 Employees","Describe the scope of work in detail. Please include a summary of key deliverables.","Our six-month road map is focused on high quality link building, content development, and location page and technical audits. The key goal is to increase and maintain top keyword rankings for ""Kids swimming lessons near me"" for all locations​.","What were the measurable outcomes from the project that demonstrate progress or success?","In this first few months, we have established keyword ranking baseline for branded and local terms.","Describe their project management. Did they deliver items on time? How did they respond to your needs?","Yes, they are always prompt and go above and beyond to answer questions that arise.","What was your primary form of communication with Big Leap?","Virtual Meeting","What did you find most impressive or unique about this company?","Their experience with other franchise / multi unit locations was what made them stand out.","Are there any areas for improvement or something Big Leap could have done differently?","Not to date.","5.0","","","","","","","","","","","","",""
"SEO Management for Manufacturing Company","Search Engine Optimization","","$10,000 to $49,999","Mar. 2024 - Ongoing","5.0","5.0","5.0","5.0","5.0","""They're incredibly organized and strategic in their approach.""","Apr 10, 2024","VP of Marketing, Wilding Wallbeds","Caden Wilding","Verified","Manufacturing","Saint George, Utah","51-200 Employees","Online Review","Big Leap provides ongoing SEO services for a manufacturing firm. They manage and implement all of the client's SEO strategies to increase revenue and profit.","Big Leap’s efforts have improved the client's conversion rate, organic SEO rankings, and revenue. The team's organized workflow enables them to keep track of tasks efficiently. Moreover, their strategic and meticulous approach continues to impress the internal team.","The client submitted this review online.","Please describe your company and position.","I am the VP of Marketing of Wilding Wallbeds","Describe what your company does in a single sentence.","Manufacture high-quality Murphy Beds and accessories.","What specific goals or objectives did you hire Big Leap to accomplish?","Increase revenue and profit via SEO","High ratings","Close to my geographic location","How did you find Big Leap?","Online Search","Why did you select Big Leap over others?","Pricing fit our budget","How many teammates from Big Leap were assigned to this project?","2-5 Employees","Describe the scope of work in detail. Please include a summary of key deliverables.","They manage all of our SEO strategies to increase revenue and profit.","What were the measurable outcomes from the project that demonstrate progress or success?","","Describe their project management. Did they deliver items on time? How did they respond to your needs?","","What was your primary form of communication with Big Leap?","They're incredibly organized and strategic in their approach. And VERY thorough.","What did you find most impressive or unique about this company?","Nothing that jumps to mind immediately.","Are there any areas for improvement or something Big Leap could have done differently?","","5.0","Email or Messaging App","","","","","","","","","","","","They are INCREDIBLY organized and so on top of things that I feel that I am usually the one holding them back!"
"SEO, Blog Creation & Web Dev for Standardized Testing Co","Search Engine Optimization","","Confidential","Jan. 2022 - Ongoing","5.0","5.0","5.0","5.0","5.0","""They're very organized and timely with deadlines.""","Mar 22, 2024","Sr Marketing Coordinator, Standardized Testing Company","Zair","","Education","Washington, District of Columbia","51-200 Employees","Online Review","Big Leap provides SEO services to increase a standardized testing company's online presence. The team has created various blogs and web pages, incorporating SEO best practices.","Thanks to Big Leap's efforts, the client has seen a website traffic increase. The team leads organized project management, delivers on time, and communicates through virtual meetings, emails, and messages. The client is also happy with a teammate Big Leap has assigned to their project.","The client submitted this review online.","Please describe your company and position.","I am the Sr. Marketing Coordinator of a standardized testing company","Describe what your company does in a single sentence.","Our company develops, administers, and scores standardized tests, offering individuals who haven't completed high school the chance to earn a credential equivalent to a diploma.","What specific goals or objectives did you hire Big Leap to accomplish?","Increase online presence through SEO","Virtual Meeting","Email or Messaging App","How did you find Big Leap?","Other","Why did you select Big Leap over others?","","How many teammates from Big Leap were assigned to this project?","","Describe the scope of work in detail. Please include a summary of key deliverables.","","What were the measurable outcomes from the project that demonstrate progress or success?","","Describe their project management. Did they deliver items on time? How did they respond to your needs?","","What was your primary form of communication with Big Leap?","","What did you find most impressive or unique about this company?","Will is Awesome.","Are there any areas for improvement or something Big Leap could have done differently?","n/a","5.0","Other","1 Employee","","","","","","","","Various blogs and website pages incorporating best SEO practices.","They're very organized and timely with deadlines.","","Increase in web traffic."
"SEO & Content Mktg for Healthcare Company","Content Marketing","Other Digital Marketing","$50,000 to $199,999","June 2022 - Nov. 2033","5.0","5.0","4.5","5.0","5.0","""They are very much involved in what we do and always listen to our needs.""","Nov 28, 2023","Global VP of Marketing, Aviv Clinics","Noa Sobol","","Other industries","32163 The Villages, FL","51-200 Employees","Online Review","Big Leap provides SEO and content marketing services to a healthcare company. They're responsible for keyword research, blog writing and optimization, link building, website optimization, and brand promotion.","Big Leap has helped the client improve their keyword ranking, drive website traffic through blog articles, and increase non-branded traffic. Their team takes their time to understand the client's business and find solutions to achieve their goals. They're also kind, collaborative, and communicative.","The client submitted this review online.","Please describe your company and position.","I am the Global VP Marketing of Aviv Clinics.","Describe what your company does in a single sentence.","Aviv Clinics delivers a highly effective personalized protocol to enhance performance in the aging brain and body via the Aviv Medical Program.","What specific goals or objectives did you hire Big Leap to accomplish?","Build strong and competitive organic presence with SEO","Build Aviv's reputation and credibility","Generate leads","How did you find Big Leap?","Online Search","Why did you select Big Leap over others?","Content marketing- writing blogs according to keyword research and strategy.","How many teammates from Big Leap were assigned to this project?","2-5 Employees","Describe the scope of work in detail. Please include a summary of key deliverables.","","What were the measurable outcomes from the project that demonstrate progress or success?","","Describe their project management. Did they deliver items on time? How did they respond to your needs?","","What was your primary form of communication with Big Leap?","","What did you find most impressive or unique about this company?","","Are there any areas for improvement or something Big Leap could have done differently?","","5.0","High ratings","","I think they made a big effort to understand what we do (it is not always easy), and they always try to find solutions and push us to the next achievement.","i think we got now to a point where we all know the strategy and what is working for us. It took a while to navigate that and build a process, but maybe there is always a learning curve.","","","","","","We are growing in keyword ranking. We are driving traffic to our website mainly by the blog, which they are writing. We are driving a high percentage of non-branded traffic.","Virtual Meeting","","BL team is very collaborative; we learned to work together and create synergy with our team. They are very much involved in what we do and always listen to our needs. Also, they are very kind, so the conversation is always nice."
"SEO Services for Beauty Products Company","Search Engine Optimization","","Confidential","Sep. 2021 - Ongoing","5.0","5.0","5.0","5.0","5.0","""Their organization and detailed spreadsheets make Big Leap unique!""","Sep 7, 2023","Office Manager, Beauty Products Company","Anonymous","Verified","Other industries","84790 Saint George, UT","1-10 Employees","Online Review","Big Leap provides SEO services for a beauty products company. The team creates SEO-focused content and conducts backlinking efforts, aiming to improve SEO performance and decrease the client's paid ad efforts.","Big Leap's efforts on high-traffic pages and product listings have resulted in significant SEO growth. The team excels at communication through virtual meetings and completes tasks on time. Moreover, they're well-organized and provide detailed spreadsheets to ensure good project management.","The client submitted this review online.","Please describe your company and position.","I am the Office Manager of a beauty & cosmetics company","Describe what your company does in a single sentence.","We are an online website that sells and distributes beauty products to licensed professionals.","What specific goals or objectives did you hire Big Leap to accomplish?","Grow our SEO efforts","High ratings","Close to my geographic location","How did you find Big Leap?","Referral","Why did you select Big Leap over others?","Pricing fit our budget","How many teammates from Big Leap were assigned to this project?","2-5 Employees","Describe the scope of work in detail. Please include a summary of key deliverables.","We work in a very competitive market so Big Leap has assisted us in creating content that will perform well and make us stand out against competitors as well as back linking our website.","What were the measurable outcomes from the project that demonstrate progress or success?","After implementing Big Leaps suggestions on our high traffic pages and product listings we seen major growth in the SEO side of things. The ultimate goal was to improve our SEO efforts to assist and bring down our Paid Ads efforts.","Describe their project management. Did they deliver items on time? How did they respond to your needs?","Big Leap has always been very great at communicating with us as well as having tasks and needs completed in a timely manner.","What was your primary form of communication with Big Leap?","Virtual Meeting","What did you find most impressive or unique about this company?","I think their organization and detailed spreadsheets make Big Leap unique!","Are there any areas for improvement or something Big Leap  could have done differently?","None that I can report at this time.","5.0","","","","","","","","","","","","",""
"SEO & Digital Marketing Campaigns for Auto Insurance Company","Pay Per Click","Search Engine Optimization","Confidential","Apr. 2023 - Ongoing","4.5","4.5","5.0","4.5","4.0","""They are willing to work with us to constantly evolve our processes to meet the needs of the business.""","Jun 21, 2023","Director Marketing Analytics, Auto Insurance Company","Anonymous","Verified","Financial services","Chicago, Illinois","5,001-10,000 Employees","Online Review","Big Leap provides SEO and digital marketing services for an auto insurance company. Big Leap has enhanced the client's digital assets and content strategy. The team also manages the client's PPC campaigns.","Big Leap’s efforts have increased the client's site visits, keyword ranking, quotes, and sales. Big Leap has a flexible and collaborative team. The team is organized and provides progress updates to the client on their weekly calls.","The client submitted this review online.","Please describe your company and position.","I am the Director Marketing Analytics of a financial services company","Describe what your company does in a single sentence.","Auto Insurance","What specific goals or objectives did you hire Big Leap to accomplish?","Improve SEO","Enhance Paid Marketing","Overall Marketing Direction","How did you find Big Leap?","Online Search","Why did you select Big Leap over others?","Pricing fit our budget","How many teammates from Big Leap were assigned to this project?","6-10 Employees","Describe the scope of work in detail. Please include a summary of key deliverables.","Big Leap has helped enhance our digital assets and content strategy across a variety of brands. In additon, we have worked to improve our PPC efforts and create a process for better sales attribution.","What were the measurable outcomes from the project that demonstrate progress or success?","Site visits, keyword ranking, quotes, sales","Describe their project management. Did they deliver items on time? How did they respond to your needs?","Great organization with weekly recaps/updates/agendas as well as weekly calls to discuss progress& ongoing strategy","What was your primary form of communication with Big Leap?","","What did you find most impressive or unique about this company?","","Are there any areas for improvement or something Big Leap could have done differently?","","4.5","","","They are willing to work with us to constantly evolve our processes to meet the needs of the business. Very flexible and collaborative team!","They have been great so far!","","","","","","","","",""
"Rebranding & SEO Services for Child Protection Nonprofit","Search Engine Optimization","","$50,000 to $199,999","Jan. 2021 - Ongoing","5.0","5.0","5.0","4.0","5.0","""They are always willing to go above and beyond for our needs.""","Nov 17, 2022","SEO & Web Analyst, Child Protection Nonprofit","Anonymous","Verified","Other industries","Lehi, Utah","51-200 Employees","Online Review","Big Leap provides branding and SEO services for a child protection nonprofit. This involves leading outreach campaigns, creating biweekly reports, targeting keywords, and tracking results via Google Analytics.","The company is happy with the project's results. Their rebranding efforts have resulted in better keyword rankings. Big Leap's workflow has been highly effective. They coordinate closely with the team and keep everything organized. Their resources meet and exceed expectations, leading to success.","The client submitted this review online.","Please describe your company and your position there.","I am the SEO & Web Analyst at a child protection nonprofit.","For what projects/services did your company hire Big Leap, and what were your goals?","Ongoing SEO and rebranding.","How did you select this vendor and what were the deciding factors?","BigLeap does outreach for us, provides us with bi-monthly reports, creates tracking events for us through Google Analytics, track keywords, audits, citations, and consult with us about best practices.","","","Describe the scope of work in detail, including the project steps, key deliverables, and campaigns.","","How many people from the vendor's team worked with you, and what were their positions?","The organization was working with BigLeap when I started this position.","Can you share any measurable outcomes of the project or general feedback about the deliverables?","1 Outreach Specialist, 1 Client Success Executive, and 1 Digital Marketing Manager.","Describe their project management style, including communication tools and timeliness.","Successful ongoing rebrand through redirecting webpages and and increase in keyword rankings.","What did you find most impressive or unique about this company?","Micheal is the Client Success Executive and he coordinates between us and his team and keeps us all organized.","Are there any areas for improvement or something they could have done differently?","They are always willing to go above and beyond for our needs.","","I'd like more content feedback + more backlinks.","","","","","5.0","","","","","","","","","","","","",""
